tgl-laporan,title,link,content,jenis_laporan,tingkat_urgensi
"23 Sep 2013, 7:35",Kejanggalan Pembangunan Asrama Damkar di Cengkareng,https://www.lapor.go.id/laporan/detil/kejanggalan-pembangunan-asrama-damkar-di-cengkareng,"terhormat pemerintah provinsi daerah khusus ibukota jakarta , menginformasikan rusun damkar cengkareng sesuai master plan bentuk rumah , rusun . dibangun bentuk rusun asrama damkar ? mohon penjelasannya . terima kasih .",,
"23 Sep 2013, 7:50",Banyak Mobil Menumpang Parkir di Halaman Kantor Sudin Kebakaran Jakarta Selatan,https://www.lapor.go.id/laporan/detil/banyak-mobil-menumpang-parkir-di-halaman-kantor-sudin-kebakaran-jakarta-selatan,"yth . pemerintah provinsi daerah khusus ibukota jakarta . kantor sudin kebakaran jakarta selatan terletak jl.raya cileduk pasar cipulir , halamannya penuh sesak mobil menumpang parkir bengkel mobil sebelahnya . kebakaran , mobil pemadam kebakaran sulit masuk terhambat mobil mobil parkir disana . mohon bengkel . terimakasih .",Kebakaran,Immediat
"23 Sep 2013, 7:44",Nomor Telepon Pemadam Kebakaran Kebon Jeruk Tidak Ada Yang Jawab,https://www.lapor.go.id/laporan/detil/nomor-telepon-pemadam-kebakaran-kebon-jeruk-tidak-ada-yang-jawab,"yth . pemerintah provinsi daerah khusus ibukota jakarta . nomor telepon pemadam kebakaran kebun jeruk , nomor telepon tanjung duren sibuk .",Kebakaran,Immediat
"30 Sep 2013, 5:03",Rumah Susun Yang Kumuh dan Tidak Berpenghuni,https://www.lapor.go.id/laporan/detil/rumah-susun-yang-kumuh-dan-tidak-berpenghuni,"yth . pemerintah provinsi daerah khusus ibukota jakarta . melaporkan rumah susun terawat kumuh daerah cendrawasih , cengkareng , jakarta barat , berpenghuni . saran , pemerintah merenovasi rumah susun berfungsi semestinya . terima kasih .",,
"15 Jul 2013, 4:18",Pademangan Banjir Aktifitas Warga Tersendat,https://www.lapor.go.id/laporan/detil/pademangan-banjir-aktifitas-warga-tersendat,"melaporkan , pademangan banjir hentinya , penanggulangannya ? 3 tergenang banjir warga rukun warga 05 pademangan . terima kasih .",Layanan Lingkungan & Fasilitas Umum,Normal
"15 Jul 2013, 1:54",Banjir di Daerah Pademangan Yang Tak Kunjung Surut,https://www.lapor.go.id/laporan/detil/banjir-di-daerah-pademangan-yang-tak-kunjung-surut,"daerah rajawali , industri , pademangan banjir berkelanjutan surut surut . nya tindak pemerintah provinsi daerah khusus ibukota warga kegiatan sehari maksimal . semoga secepat nya selesaikan pemerintah provinsi daerah khusus ibukota jakarta . terima kasih .",Layanan Lingkungan & Fasilitas Umum,Normal
"15 Jul 2013, 2:14",Banjir di Pademangan Sudah Berhari Hari Tidak Surut,https://www.lapor.go.id/laporan/detil/banjir-di-pademangan-sudah-berhari-hari-tidak-surut,"selamat sore , melaporkan daerah pademangan banjir , tolong pemerintah provinsi daerah khusus ibukota secepatnya meninjau daerah . terima kasih .",Layanan Lingkungan & Fasilitas Umum,Normal
"16 Jul 2013, 1:36",Genangan Air di Daerah Budi Mulia Pademangan Barat,https://www.lapor.go.id/laporan/detil/genangan-air-di-daerah-budi-mulia-pademangan-barat,"yth . pemerintah provinsi daerah khusus ibukota jakarta , kalinya bantuan perhatian pemerintah . banjir , daerah budi mulia pademangan barat digenangi air . mohon ditindaklanjuti terima kasih .",Layanan Lingkungan & Fasilitas Umum,Normal
"19 Jun 2013, 8:55",Banjir di Pademangan Tak Surut Sampai Hari ini,https://www.lapor.go.id/laporan/detil/banjir-di-pademangan-tak-surut-sampai-hari-ini,"permisi , pompa air ancol selesai perbaiki ? daerah pademangan banjir . mohon pemerintah provinsi daerah khusus ibukota jakarta cepat menangani . terima kasih .",Layanan Lingkungan & Fasilitas Umum,Normal
"4 Feb 2019, 11:02","Sistem Peringatan Banjir Tidak Berjalan, SMAN 8 Kebanjiran",https://www.lapor.go.id/laporan/detil/sistem-peringatan-banjir-tidak-berjalan-sman-8-kebanjiran,"selamat siang , sistem peringatan banjir berjalan , 8 bukit duri 1 jam air 1 meter , anak anak membawa motor mengeluarkan kendaran , lambatnya izin sekolah , sistem kewilayahan , jam 03.45 katulampa siaga 2 , aparat pemerintah daerah daerah khusus ibukota cq kelurahan kecamatan diam saja.terimakasih",Layanan Lingkungan & Fasilitas Umum,Normal
"4 Feb 2019, 11:02",Pungutan Liar yang Dilakukan Oleh Pemadam Kebakaran,https://www.lapor.go.id/laporan/detil/pungutan-liar-yang-dilakukan-oleh-pemadam-kebakaran,"mohon ditertibkan jajaran personel pmknya . negosiasi harga memadamkan bangunan kebakaran . contoh memadamkan ruko glodok tempo , 50 juta rukonya . kejadian muara karang . terima kasih . perhatiannya .",Kebakaran,Immediat
"4 Feb 2019, 11:01",Bantuan Dari Yayasan Danamon Peduli,https://www.lapor.go.id/laporan/detil/bantuan-dari-yayasan-danamon-peduli,"berdasarkan hasil kunjungan kemarin alat kebersihan alat tulis berkoordinasi bag . dapur , yayasan danamon peduli mengantarkan tambahan bantuan rusun marunda 30kg gula jawa , 4800 gelas air mineral . semoga bermanfaat . senangnya berbagi . terima kasih",,
"4 Feb 2019, 11:01",Permohonan Relokasi Semua Warga Muara Baru,https://www.lapor.go.id/laporan/detil/permohonan-relokasi-semua-warga-muara-baru,nama budi tolong relokasi warga muara tebang pilih mobil tolong direlokasi .,,
"4 Feb 2019, 11:00",Keadilan atas pembagian Bantuan yang tertahan di ketua RT,https://www.lapor.go.id/laporan/detil/keadilan-atas-pembagian-bantuan-yang-tertahan-di-ketua-rt,"selamat siang ahok , korban banjir terparah warga rt 05 08 kel.pejaten timur , kec.ps.minggu san gat sedih , karna ba ntuan pemerintah paketan tas berisi kebut uhan lurkan rt dibagi2kan rt ditimbun rt keluarga bsrnya rt innya dibagi2 wa rga.kami mohon keadilan bpk . tri terima kasih perh atian bpk . suci f",,
"30 Jan 2013, 7:20",Bantuan Penanggulangan bencana di kemurnian utara ( Kebon Torong ),https://www.lapor.go.id/laporan/detil/bantuan-penanggulangan-bencana-di-kemurnian-utara-kebon-torong,"lily tinggal jalan kemurnian utara kebun torong gajah mada , rumah gsjah mada , km tinggal 63 skrg , minggu banjir 4 surut2 , jalanan rusak .",,
"4 Feb 2019, 11:00",Korban banjir ingin mendaftar di rumah susun di marunda,https://www.lapor.go.id/laporan/detil/korban-banjir-ingin-mendaftar-di-rumah-susun-di-marunda,"korban banjir dimuara daftar rumah susun dimarunda , tpi iya pakai kakak kartu tanda penduduk daerah khusus ibukota kakak kartu tanda penduduk daerah , kmren dengar dimarunda bebas , mohon penjelasan",Layanan Lingkungan & Fasilitas Umum,Normal
"4 Feb 2019, 11:00",Kobaran Api Di Kelurahan Kebon Kacang,https://www.lapor.go.id/laporan/detil/kobaran-api-di-kelurahan-kebon-kacang,informasi diterima malam berita duka wilayah kena musibah kebakaran rukun warga 09 keluarga kebun kacang tanah abang kobaran api berkobar .,Kebakaran,Immediat
"23 Jan 2013, 7:47",Permohonan bantuan di jalan kembatan gantung kembangan jakarta barat,https://www.lapor.go.id/laporan/detil/permohonan-bantuan-di-jalan-kembatan-gantung-kembangan-jakarta-barat,assalamualaikum . suharningsih daerah jakarta barat bantuan masuk . alamat lengkap . jalan jembatan gantung rt 09 rw06 kembangan utara jakarta barat rumah sekolahan pabrik kecap abc tenda tim bantuan terpaksa 6 keluarga tinggal gorong gorong saluran air berpungsi .,Layanan Lingkungan & Fasilitas Umum,Normal
"23 Jan 2013, 2:24",Sekolah yang masih kebanjiran di darrah Pecinan Glodok Pancoran,https://www.lapor.go.id/laporan/detil/sekolah-yang-masih-kebanjiran-di-darrah-pecinan-glodok-pancoran,warga tinggal daerah pecinan glodok pancoran menggenangi permukiman . 1 sekolah kebanjiran . mohon bantuannya airnya cepat surut 1 minggu . terima kasih .,Layanan Lingkungan & Fasilitas Umum,Normal
"22 Jan 2013, 5:07",Padamnya Listrik Di Kampung Pulo,https://www.lapor.go.id/laporan/detil/padamnya-listrik-di-kampung-pulo,"warga kampung pulo , tolong penerangan listrik air bersih , perusahaan listrik negara menyalakan listrik daerah kmi , banjir surut bersih rumah listrik . terima kasih .",,
"21 Jan 2013, 8:58",Krisis Air Bersih di Penjaringan,https://www.lapor.go.id/laporan/detil/krisis-air-bersih-di-penjaringan-2,,,
"21 Jan 2013, 13:08",Krisis Air Bersih di Penjaringan,https://www.lapor.go.id/laporan/detil/krisis-air-bersih-di-penjaringan,"siang , usul rt 6 rukun warga 5 penjaringan , krisis air bersih , diusahakan pengiriman mobil tangki air ? ? bu eva septrina , warga rt 6 rukun warga 5 , jalan petak asem 1. maaf , mengganggu .",,
"7 Jan 2019, 11:27",Permohonan Evakuasi dan Logistic Banjir apartemen Laguna Pluit,https://www.lapor.go.id/laporan/detil/permohonan-evakuasi-dan-logistic-banjir-apartemen-laguna-pluit,"ahok , sandra ketemu gereja harvest lippo karawaci , maaf menganggu sandra temannya bu jehnny oentoro jimmy oentoro , pastur himawan , bantuan kakak anaknya baby 4 terjebak banji",Layanan Lingkungan & Fasilitas Umum,Normal
"19 Jan 2013, 8:38",Warga Penjaringan Butuh Bantuan Logistik,https://www.lapor.go.id/laporan/detil/warga-penjaringan-butuh-bantuan-logistik,"butuh bantuan air bersih banjir leher orang dewasa . mohon tim sar membantu rumah bayi lahir , alamatnya jalan muara gang 7 rt . 21 rw . 17 kecamatan penjaringan",,
"7 Jan 2019, 11:26",penambahan mobil pompa air,https://www.lapor.go.id/laporan/detil/penambahan-mobil-pompa-air,"wagub , mesin mobil pompa penyedot air basement uob ditambah air cepat terkuras . ketua rt 5 rukun warga 5 kedoya utara terima kasih",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"19 Jan 2013, 7:08",Bantuan Evakuasi Korban di wilayah Kampung Pulo Jakarta Timur,https://www.lapor.go.id/laporan/detil/bantuan-evakuasi-korban-di-wilayah-kampung-pulo-jakarta-timur,"yth , pemerintah provinsi daerah khusus ibukota jakarta , tolong kirimkan bantuan mengevakuasi korban banjir daerah tanah rendah gang.2 rt.04 rw.07 no.19 kampung pulo mentok pinggir kali percis , jakarta timur hamil berusia 7 beserta keluarganya , mohon evakuasi . terima kasih .",,
"19 Jan 2013, 7:13",Kawasan Pluit & Pantai Mutiara Belum  Ada Pertolongan.,https://www.lapor.go.id/laporan/detil/kawasan-pluit-pantai-mutiara-belum-ada-pertolongan,"kawasan pluit pantai mutiara tanggul jebol jumat,17 januari 2013 jam 11.30 malam . air 10 ketinggian 1 lantai rumah 3 , media meliput pertolongan riil disana . mohon pertolongannya ! terima kasih .",,
"19 Jan 2013, 7:24",Belum Ada Perahu Evakuasi di Pluit,https://www.lapor.go.id/laporan/detil/belum-ada-perahu-evakuasi-di-pluit,"selamat siang wakil gubernur dki , perahu evakuasi area rt 004 rukun warga 006 pluit putra kencana . info apapun rt rw . perahu keliling evakuasi.sudah menghubungi yayasan tzuchi , kekurangan perahu . terima kasih",,
"19 Jan 2013, 6:12",evakuasi korban banjir di kenakan biaya,https://www.lapor.go.id/laporan/detil/evakuasi-korban-banjir-di-kenakan-biaya,selamat siang .. kompleks pluit murni evekuasi perahu memangnya bayar 50rb ? bantuan ? terima kasih,Layanan Lingkungan & Fasilitas Umum,Normal
"19 Jan 2013, 5:55",Butuh Perahu Karet untuk warga Pluit,https://www.lapor.go.id/laporan/detil/butuh-perahu-karet-untuk-warga-pluit,"selamat siang , tolong dikirimkan perahu karet warga pluit kompleks pluit timur blok cc selatan no.14 , jakarta utara . terima kasih .",,
"19 Jan 2013, 4:41",Butuh Bantuan Evakuasi Korban Banjir di Daerah Megamall Pluit,https://www.lapor.go.id/laporan/detil/butuh-bantuan-evakuasi-korban-banjir-di-daerah-megamall-pluit,"selamat siang , mohon bantuan evakuasi korban banjir daerah pluit megamall pluit village jakarta utara , ketinggian air 1 1,5 meter akibat waduk pluit jebol .",Layanan Lingkungan & Fasilitas Umum,Normal
"19 Jan 2013, 4:24",Permohonan Bantuan Penanganan Banjir,https://www.lapor.go.id/laporan/detil/permohonan-bantuan-penanganan-banjir-3,"terhormat dinas penanggulangan bencana daerah , teluk gong kabanjiran surut rumah pompa pik buka biar surut airnya .",Layanan Lingkungan & Fasilitas Umum,Normal
"19 Jan 2013, 4:29",Belakang Rumah Susun Pluit Mengalami Kendala Evakuasi,https://www.lapor.go.id/laporan/detil/belakang-rumah-susun-pluit-mengalami-kendala-evakuasi,"apartemen laguna kompleks pluit timur , rumah susun pluit mengalami kendala evakuasi , susah makanan , air bersih . mohon bantuan gubernur daerah khusus ibukota jakarta . terima kasih",,
"19 Jan 2013, 4:06",Tanggul Jebol Warga Pluit Kebanjiran,https://www.lapor.go.id/laporan/detil/tanggul-jebol-warga-pluit-kebanjiran,"wilayah pluit , pluit village banjir 2 meter tanggulnya jebol bantuan masuk berita , perhatian masyarakat . tolong bantu sebar tersentuh media . terima kasih . gbu",Layanan Lingkungan & Fasilitas Umum,Normal
"19 Jan 2013, 4:00",Diperlukan bantuan Untuk di Pluit Putra Dalam,https://www.lapor.go.id/laporan/detil/diperlukan-bantuan-untuk-di-pluit-putra-dalam,"mohon bantuan pluit putra no . 17 rt 013 rukun warga 006 , 4 orang terperangkap rumah",,
"18 Jan 2013, 10:33",Warga Pluit Belum Dievakuasi,https://www.lapor.go.id/laporan/detil/warga-pluit-belum-dievakuasi,"warga pluit , kebanjiran mengalami kesulitan evakuasi . mohon wakil gubernur bantuannya . media meliput , listrik padam kemrin sore ketinggian air 75cm 1.50 , mobil kerendam susah . warga rukun warga 09 pluit timur.zul",,
"18 Jan 2013, 10:27",Warga Petogogan Jakarta Selatan Belum Mendapatkan Bantuan.,https://www.lapor.go.id/laporan/detil/warga-petogogan-jakarta-selatan-belum-mendapatkan-bantuan,"warga petogogan jakarta selatan kebayoran jl.wijaya 1 bantuan banjir , simpatisan . terima kasih",,
"18 Jan 2013, 10:18",Bantuan untuk wilayah Pluit Putri Jakarta Utara,https://www.lapor.go.id/laporan/detil/bantuan-untuk-wilayah-pluit-putri-jakarta-utara,"selamat sore , warga tinggal pluit putri jakarta utara , memberitahukan kondisi wilayah tergenang air terjebak kondisi listrik mati , mohon kirimkan bantuan secepatnya . terima kasih .",,
"18 Jan 2013, 8:26",Banjir di daerah Bandengan dan Pejagalan,https://www.lapor.go.id/laporan/detil/banjir-di-daerah-bandengan-dan-pejagalan,"daerah bandengan pejagalan banjir , 1 meter . air kiriman bogor . mohon bantuannya pantau",Layanan Lingkungan & Fasilitas Umum,Normal
"18 Jan 2013, 7:59",Bantuan untuk warga muara baru,https://www.lapor.go.id/laporan/detil/bantuan-untuk-warga-muara-baru,selamt sore aasuki tolo muwara bantuwan warga yag kena bajr,,
"18 Jan 2013, 9:05",Warga Pluit Banjir Sementara Pantai Mutiara Kering,https://www.lapor.go.id/laporan/detil/warga-pluit-banjir-sementara-pantai-mutiara-kering,"warga pluit bicara , pantai mutiara kering , warga pluit mencapai 2 ketinggian airnya , penyedotan . air tarakanita . tolong dibantu .",Layanan Lingkungan & Fasilitas Umum,Normal
"18 Jan 2013, 9:26",Warga Pulit Meminta Untuk Dievakuasi,https://www.lapor.go.id/laporan/detil/warga-pulit-meminta-untuk-dievakuasi,terhormat pemerintah provinsi daerah khusus ibukota jakarta mohon tim evakuasi mengevakuasi saudara henry pluit utara 2 no 5 sofie pluit murni 6 no 25. terima kasih,,
"18 Jan 2013, 8:53","kemungkinan Tanggul Jobol Di Muara Baru, Diharapkan Segera Didatangkan Bantuan",https://www.lapor.go.id/laporan/detil/kemungkinan-tanggul-jobol-di-muara-baru-diharapkan-segera-didatangkan-bantuan,"yth . pemerintah provinsi daerah khusus ibukota jakarta , tolong mama muara banjirnya dalam.tolog dibantu , tanggul jebol , mohon bantuannya hi turun , dimuara meninggi airnya.trima kasih",,
"18 Jan 2013, 10:09",Pluit Banjir Dan Belum Mendapatkan Bantuan Sampai Sekarang,https://www.lapor.go.id/laporan/detil/pluit-banjir-dan-belum-mendapatkan-bantuan-sampai-sekarang,"yth . pemerintah provinsi daerah khusus ibukota jakarta , warga pluit rt 008 rukun warga 008 no52 , rumah kebanjiran sepaha orang dewasa mohon bantuannya kemarin wilayah bantuan , terima kasih perhatiannya .",Layanan Lingkungan & Fasilitas Umum,Normal
"18 Jan 2013, 5:10",Permohonan Bantuan Membawa Jenazah Akses Banjir,https://www.lapor.go.id/laporan/detil/permohonan-bantuan-membawa-jenazah-akses-banjir,"ristin teman orang tua nya meninggal rumah sakit sumber waras membawa mayat nya pulang rumah daerah cengkareng banjir 081383332112 , c",Layanan Lingkungan & Fasilitas Umum,Normal
"18 Jan 2013, 3:54",Banjir di Jalan lebak Bulus III,https://www.lapor.go.id/laporan/detil/banjir-di-jalan-lebak-bulus-iii,melaporkan banjir rt 009 rukun warga 07 jln . lebak bulus 3 jakarta selatan ketinggian air selutut,Layanan Lingkungan & Fasilitas Umum,Normal
"27 Sep 2013, 6:32",Permohonan Bantuan Banjir,https://www.lapor.go.id/laporan/detil/permohonan-bantuan-banjir-3,"tolong teruskan ya teman2 . dear all my lovely frenz , sekeluarga perumahan taman cosmos blok l no.25 kedoya utara 3 dewasa 2 balita 1 baby 4 membutuhkan pertolongan .",Layanan Lingkungan & Fasilitas Umum,Normal
"18 Jan 2013, 3:52","Butuh Bantuan Listrik Untuk Warga Jl. Dwiwarna Mabes, Jakarta Pusat",https://www.lapor.go.id/laporan/detil/butuh-bantuan-listrik-untuk-warga-jl-dwiwarna-mabes-jakarta-pusat,"salah 1 warga daerah khusus ibukota daerah dwiwarna mabes , tolong listrik dinyalakan warga kesulitan banjir surut . mohon bantuan nya .",,
"18 Jan 2013, 3:46",Tidak adanya bantuan untuk warga cilincing,https://www.lapor.go.id/laporan/detil/tidak-adanya-bantuan-untuk-warga-cilincing,"terhormat wakil gubernur daerah khusus ibukota jakarta , aparat keluarga cilincing kecamatan cilincing jakarta utara peka bantuannya warganya korban kebanjiran ? terima kasih",,
"18 Jan 2013, 3:42",Lansia dan Balita masih terjebak di daerah Grogol,https://www.lapor.go.id/laporan/detil/lansia-dan-balita-masih-terjebak-di-daerah-grogol,"dear all , daerah grogol usia balita terjebak rumah , kontak rosiana tendean,02132102090",Penyelamatan Non Hewan & Bantuan Teknis,Normal
"18 Jan 2013, 3:49",Evakuasi Korban banjir di Green Ville,https://www.lapor.go.id/laporan/detil/evakuasi-korban-banjir-di-green-ville,"mohon bantuan kapal evakuasi , adik tan swandy beserta istri , anaknya 3 mertuanya terjebak rumahnya komplex green ville blok no 5",Layanan Lingkungan & Fasilitas Umum,Normal
"18 Jan 2013, 3:49",Warga Mangga Dua belum mendapatkan bantuan apapun,https://www.lapor.go.id/laporan/detil/warga-mangga-dua-belum-mendapatkan-bantuan-apapun,"terhormat gubernur dki , warga mangga bantuan apapun . mohon memasuki wilayah mangga gang burung rt 8 rukun warga 2 . terimakash",,
"18 Jan 2013, 3:47",Bantuan Untuk Korban banjir di Kapuk Muara,https://www.lapor.go.id/laporan/detil/bantuan-untuk-korban-banjir-di-kapuk-muara,"warga kapuk muara jl . smn 122 butuh bantuan perahu karet , banjir mencapai 80 100 mohon ahok intruksikan bpbd . sarwo sekretaris rw . 09 kapuk muara . si o si banjir warga rumah susun kapuk muara jakarta utara krisis makanan , gas , air bersih , lisrik",Layanan Lingkungan & Fasilitas Umum,Normal
"18 Jan 2013, 3:33",Bantuan penanggulangan banjir karena pompa-pompa air tidak berfungsi,https://www.lapor.go.id/laporan/detil/bantuan-penanggulangan-banjir-karena-pompa-pompa-air-tidak-berfungsi,"ahok , warga jalan nurdin , muwardi , susilo wilayah grogol jakarta barat mohon bantuan pemerintah daerah daerah khusus ibukota air kemarin pompa2 berfungsi . terima kasih seblmnya",Layanan Lingkungan & Fasilitas Umum,Normal
"18 Jan 2013, 3:39",Permohonan Penanganan Banjir,https://www.lapor.go.id/laporan/detil/permohonan-penanganan-banjir,"wakil gubernur , tolong sembakonya . ruko grand bautique rt.011 rw.05 .",Layanan Lingkungan & Fasilitas Umum,Normal
